Year,WaterQualityIndex,ClimateChangeImpactScore,LandUseChange,InvasiveSpeciesCount,ConservationFunding,EcoTourismImpact,ForestCoverChange,SoilQualityIndex,WaterUsage,RenewableEnergyUsage,CarbonEmissionLevels,AgriculturalIntensity,HabitatConnectivity,SpeciesReintroductionEfforts,PollinatorDiversity,BiodiversityHealthIndex
2010,97,2.325513583653801,4.54918889507587,20,25,0.00943415267631087,0.3758113805151435,67,69,59,90,8.319900531103473,7.109296367478834,1.3662354309875213,0.6210740884704338,0.8715807252544827
2010,50,5.315994646044309,3.74480399968017,6,48,6.410861035821594,2.905136075336477,42,34,70,44,4.825055913821133,3.1867515373286572,6.869560692277908,0.5655602934580408,0.7249708048753909
2010,81,0.17515990862062236,6.773873215187169,37,70,1.2036357620998606,3.2147125277619075,41,19,22,81,4.479751921385267,1.2976223349626437,3.173723330674516,0.5107132869450313,0.43626886111556273
2010,71,2.2554132992573264,7.975473605371994,24,79,4.171642789757021,3.3629131310246,50,15,73,55,6.813131853478842,8.887464047516419,0.18267981609676687,0.3429196586298794,0.24026467561217713
2010,45,9.63346832820399,3.5618564711759415,10,95,0.002270382182555375,1.4342894951733074,9,41,60,1,0.1480886113262514,2.7370991717284254,5.020126243997504,0.9359731082094677,0.529245056959473
2010,95,2.9527828922031008,8.091831711390311,19,69,2.889685249210585,-0.541133801401922,70,71,79,66,1.7418418806801672,9.982774288732463,1.5761134906286811,0.4088138900734103,0.7804396399111774
2010,11,5.425458033954229,5.821832300925898,33,34,0.8257215803527718,4.5074471321267175,78,14,51,36,4.087410367581226,7.99073419486196,4.34690392663586,0.8918679837510811,0.9803915193606934
2010,83,1.6908107035599251,6.32216597753949,3,33,0.09827552569787845,2.1395794786477147,78,28,90,91,0.7964160628902317,8.013722498754593,0.3409569785327027,0.7784206115357039,0.5751340544036574
2010,28,2.973550482368389,8.792551148463847,44,10,8.15745380626121,-0.1470936593828469,55,27,53,14,8.225178019983485,7.802593309204779,3.9693186238434865,0.3604118063512781,0.2066120806809758
2010,70,8.742267241383516,8.093243982852623,45,54,0.6090554323518271,1.4751979557016313,97,61,34,84,6.75404437135294,5.713639696691572,4.117877392077567,0.11815554994445432,0.13256940334513467
2010,24,0.5909389007825328,8.726358025468352,4,96,3.5967556122306776,2.6635128055739017,27,12,67,66,6.082132723795752,6.898887322384035,4.290977834855896,0.07667238196828996,0.6909551201692724
2010,27,6.709430047425079,0.48657663661713313,4,44,3.15668481164066,0.9639359969246151,13,40,33,16,7.470084995969594,4.0326042122248715,7.529300660048616,0.19643190907274033,0.07142277109115747
2010,92,8.663865142513421,8.264880901957625,37,18,9.546663568790688,-1.5271152569430226,34,42,28,95,8.429503901768099,0.026681680092862647,4.310820464834904,0.7200781606780022,0.6505549788122396
2010,60,2.9672764110409,5.480323566642401,35,26,0.3979712733565255,0.23286249300249828,14,6,20,59,0.10526046309701442,1.148290317213695,8.77638871587775,0.9324459556850146,0.14109779642892528
2010,89,4.809060007530697,0.9751432564089746,21,88,8.26464609492183,3.5153717189792566,80,54,94,94,2.5676951553791314,8.063552807935896,0.42478766631800946,0.7326198214622593,0.10735397464609964
2010,80,8.733366617238477,7.304963609587903,39,3,4.3369433132038,-2.656749343494732,21,22,85,90,8.251929348056901,1.448528272682441,2.305506490703668,0.08584227762058227,0.5435360976472599
2010,80,3.809095255109872,8.589566854206295,10,68,4.890484004492832,-1.106102203331265,86,90,33,9,7.926774877946268,0.010222995944479951,8.263631848564646,0.4610489672188355,0.6475825442709784
2010,85,2.2735730009609876,7.707806182638798,1,59,9.615507321375663,-2.51712520369154,8,3,97,80,1.3471573086972577,9.450374653636045,7.580735014207992,0.042524633519092636,0.45561078810271327
2010,12,7.9340725814783735,8.84424275501977,29,35,3.7705393100169884,2.085835457678252,55,42,50,82,5.902311974063588,7.805205758696064,5.903120104907616,0.6927815064283436,0.9212481483276946
2010,39,2.7561233867894543,0.7089157589128536,17,27,1.7916391829015088,2.6218751119408212,74,3,49,22,3.2744056295406665,0.18558336523525565,6.731607327802641,0.3817098190935416,0.745584338222858
2010,97,2.7571985309555225,5.015154614797338,26,77,4.852304557653562,0.6265542290274242,19,11,19,88,9.340364906590105,2.5243119410203994,0.6792581436630496,0.27550801993199525,0.262509640912599
2010,87,6.546930814313482,0.3054945709337997,3,30,6.349066591531628,-3.3627104212082903,65,21,9,45,6.021687693888833,9.403118009277517,8.382941170007634,0.46199950736420814,0.0989044465370511
2010,69,9.546600300333075,9.292573980072293,6,1,1.2249786196598922,4.643532340359865,87,25,63,14,9.041912075524278,3.8936801038140056,1.4255625713494002,0.37505438688553616,0.227709550411197
2010,70,3.559733737948527,4.580222116682587,37,91,1.6144768603292103,3.245170697999292,86,42,13,37,1.5449323620603816,5.567687198974907,2.7301199554003173,0.6536826656571354,0.5108048871775476
2010,61,3.735096830383876,6.874063641362376,12,60,3.103084821045475,-1.3845981223704342,62,66,81,23,3.8290932817978565,8.295224152883748,8.007834133738928,0.8647139628753022,0.9841754851150772
2010,29,1.1230434441121917,3.061373408795932,1,55,7.964405615234773,4.962244930446387,59,12,92,95,6.042054798633042,8.734731710560043,1.1542756070426774,0.6503071573072561,0.5549753348525481
2010,83,0.029210326213620075,5.105617954093381,11,57,9.976722632646592,-1.7647538626296209,97,98,54,79,6.330289054077425,5.478115847248026,6.6194958647989335,0.2704184104022437,0.3202079841549571
2010,48,6.379852057932976,6.320898295062422,48,95,6.455343564105222,3.160567571143236,96,6,25,3,3.2466126718519406,0.08031863875622935,8.424780382015648,0.005663000525796713,0.1976978885435806
2010,92,5.935385691231472,6.977562760734295,1,44,5.470453456155777,2.9639072261970885,59,82,55,72,4.066255175499839,5.313608316952668,7.24458377009339,0.9161491964470573,0.6669695295482063
2010,0,7.69944700251679,8.420744373985793,39,22,9.556494672664893,-0.8261705819952674,61,1,30,0,5.13215741779552,6.226260273619194,1.2731926225529133,0.39357782014575793,0.6762391853001108
2010,77,5.566370579367172,2.422312178245669,42,95,9.536326078296895,-3.556879563125185,92,49,26,59,5.8589760335275685,6.527597559761253,7.82034269884919,0.48324869404462456,0.23076838998035432
2010,54,8.692596246510526,5.832574924561156,42,80,3.425910828111318,3.637896229650032,67,77,20,63,6.152282028002035,8.080776677006256,1.3905912579392954,0.7650023239917231,0.6282394340372324
2010,34,7.492837126957764,9.255222078518809,20,18,0.061838226408966745,-2.137201378880591,1,94,39,24,9.49586767564585,2.8710911092756977,7.902444759011473,0.33907684838688634,0.1602934738208287
2010,89,9.558244837207523,4.390955652508285,44,1,1.0431308735188216,-2.496412704291445,60,29,12,4,8.848741237834588,7.4944678793386545,6.409167746440754,0.9230858192394295,0.2653511716753909
2010,54,6.320154860204185,7.197914533546861,8,16,0.6903693691137491,-4.9253685958278055,28,72,45,58,9.226231491291074,2.430019141287858,7.080113308712895,0.6932744274087185,0.8131177919689799
2010,56,8.68900625540571,6.8075589296048555,22,41,4.832320758754351,2.6212962045032464,17,31,70,44,9.765019736460124,5.84268202064501,4.362756556395665,0.8847245033145648,0.9323056827448798
2010,40,0.6834093553226039,5.413696101572687,31,98,2.3285855687609427,-0.2554682015547671,18,82,7,15,4.293213419676363,8.92030115409781,9.099550632726093,0.27613641630319385,0.952237285415744
2010,62,3.397774715618851,7.037923109905076,7,32,2.5763199876352916,4.80005463196817,67,89,3,67,6.6550940875721345,6.729178242869764,4.794806311910007,0.781116846209014,0.8329017228245964
2010,68,3.8252628024400828,8.755112265526162,38,19,9.164891511155142,-4.157869888229016,68,34,38,43,9.246626882915956,8.894467583516771,3.299693139446936,0.18875847793410394,0.2038783426215992
2010,54,3.2838122788508106,9.491121430894404,33,41,5.3839497928695765,3.74743649656566,72,45,38,8,8.932666362670775,5.849917487019186,0.6913333581748937,0.6464305779920032,0.17444656619094256
2010,87,8.245348080870322,1.2149539108776541,0,78,3.2280979344785035,4.15138820404896,25,0,27,8,5.9159932291673964,0.7167937967533466,8.065626321304032,0.5599589025628166,0.5920643077549167
2010,35,7.920936337605432,2.3915877778224304,37,56,2.117458620524195,2.534756054464806,27,22,10,77,9.639437342689433,5.739504229932586,0.9525245490432521,0.9546497959887352,0.4223278791029953
2010,81,0.012366797594094425,8.442487024058185,7,53,5.539932555031309,4.2658538321838115,20,55,4,100,6.23627832861316,7.467264372010316,5.893763726481173,0.5564191311121495,0.1428099257826696
2010,13,1.903248628190678,9.308873720608084,23,44,0.8058081228651359,-2.5418141297742536,16,31,71,86,7.017136340660953,5.628998263567899,7.914883823447575,0.5653026914604504,0.6372798101230875
2010,73,8.381521835519244,4.14735826967471,17,8,8.343247957493986,-2.743354169479449,24,56,43,47,2.081099964205074,2.6732954836267684,2.924740332235575,0.7527929211954386,0.5939374438586043
2010,33,3.4356047477570395,4.024466374336689,28,39,1.8015864773261925,4.956451766743493,9,44,16,66,5.26519447733236,6.261794529245147,4.486132528296719,0.26059788637177617,0.7304667011443706
2010,25,1.6844438514271964,9.187347106063774,19,31,8.275236939538171,-1.246786542269862,36,83,25,71,9.690376263025533,6.575683057846124,9.046560624088297,0.40419487960888134,0.9449360453653964
2010,66,2.6489544723673344,1.5862414452637796,11,82,3.6250198453151317,-0.5191451271692351,33,16,87,9,6.337676597984959,9.48977344119596,4.451110347201281,0.12836061289519785,0.9380281273644674
2010,87,4.601622644884396,1.7211060282277768,41,55,9.095953911109444,-0.3928782865172451,33,91,99,52,8.38500990443146,4.492958208962545,9.023460564275865,0.3464513073430604,0.6008424258659141
2010,54,3.7847642348586907,1.299299245357013,31,90,2.9797723549584374,-1.6459318650365304,12,63,82,12,0.593088948010968,0.7242231286068479,8.227639354673702,0.3923991022411144,0.6997690434814383
2010,6,4.94481131295093,9.820495370159625,0,47,3.892086186234388,-1.3265948472272004,58,46,79,39,4.754162371040143,1.0675633049441313,9.095173164450527,0.29143908330212775,0.9429701894309558
2010,48,7.176357859086295,0.89812154282774,49,77,0.13228812905293985,3.208490092631287,59,84,20,59,1.7825014395796335,3.0068906762711025,7.6612175134513025,0.7006138184075389,0.651578927980252
2010,91,3.790271262190974,2.533571700596614,31,76,3.1563321536715225,4.154162014667035,91,58,26,26,8.981441706651571,5.846220089133536,6.860731554227195,0.5533336724227704,0.6964422090375577
2010,75,8.295875568652503,7.132358680833368,22,17,6.707650254430357,2.6409558657887935,23,54,94,96,8.37330153933041,6.435544669564192,5.792678295751993,0.8667868864897577,0.45884133960278317
2010,55,1.7348007426595724,8.504716147608377,40,44,6.613426789447244,1.5072438433380029,14,38,47,86,7.795764488612695,7.246091935883172,7.544714750022371,0.8019463200450697,0.7634990754317053
2010,74,1.2243389835894103,2.1534438138255263,34,47,8.95555740873885,3.885992804371524,29,85,92,72,5.432200943671609,9.70977191589147,6.862499358575072,0.6456041128446274,0.10374942457535163
2010,28,2.346740382615511,5.258125988733237,36,86,3.629828404038716,3.508527573220954,10,37,54,67,9.917788783346932,1.4752383417734682,2.376142001946425,0.9238272063646527,0.06710846152635164
2010,23,8.95814597371882,8.082754395559377,29,38,0.9949466887296465,-4.180615609618538,67,55,54,26,9.178474228203521,5.730279602317218,7.911826673889345,0.7229705244429748,0.588723090307074
2010,3,9.003212680742715,8.525849549383427,35,25,9.111205013919575,-0.9363359472253849,3,73,21,68,8.273841936073582,2.559849537907785,0.3560522651650877,0.35336945954175103,0.15148271665388535
2010,12,6.360707637298251,8.39816162145531,30,85,6.032130620995043,-0.8950128630262064,83,59,10,96,9.544015098310659,3.186043712826544,5.0093869174989445,0.047683144249763276,0.8730171099410818
2010,11,3.4366319260910307,7.723010151653429,46,21,6.949701331214758,-0.30195678551318395,65,53,46,72,7.34404642543247,9.619939098668226,1.384426344655404,0.30272937718970716,0.28097723387951345
2010,71,4.242968858848881,7.813488406144062,42,26,1.1797248362806156,0.6373710144539944,51,18,17,49,1.5257422430237877,3.063445752021463,0.8773392726269891,0.7773334450306162,0.3092485176251414
2010,42,5.207681418342127,1.5380702464160778,10,29,2.8520580268041407,-2.3025753412623295,76,96,32,19,9.565708574521597,5.791142698756053,5.8375418878306995,0.28690354891210224,0.41784206167971427
2010,100,7.665885239716434,8.035181084349343,14,50,5.046372879774349,-1.2129664441884067,82,81,58,71,8.4141643602535,2.6149290372761937,7.152214760582009,0.11070568880651088,0.3257370224504327
2010,90,5.579807387826399,2.1308500868480817,34,76,6.032454226840298,-4.351007204615906,31,67,89,7,4.963036034864765,2.4761888719890566,1.545640066498828,0.5535587938372605,0.20107818779387188
2010,78,1.9395386726777486,7.267492241681967,27,58,5.65415939752538,1.258411949823758,91,0,53,8,4.126699440035412,2.2609919362669215,7.560716102217615,0.6178152797588892,0.0006394608605349017
2010,14,0.9501169899230466,6.354436456595226,11,93,3.180396116945199,-4.479762449705531,57,95,59,92,8.008094946768324,6.9361763778287875,8.564430446454299,0.1739478016041932,0.5773116331683574
2010,3,3.759928899413114,0.9072170223493103,32,35,9.246417911286366,-3.863539613032806,18,87,69,23,9.182581679413063,9.321023654572215,6.943973274799133,0.8426949442227615,0.7050172124034887
2010,81,9.28317532848577,6.220395623709938,26,0,5.46407074212132,0.09726075288179725,57,32,61,53,6.679244735960847,4.850553309559652,5.046424376590563,0.27282266888020223,0.45406200472338076
2010,32,6.759822755863554,9.92442289374779,11,57,2.497441792293552,-1.9993291709456007,27,30,89,37,0.9346793690444355,2.5629316229460763,8.855238387531971,0.15837302052920021,0.49276042399909004
2010,83,6.561340180205807,8.849643081805878,23,8,6.8776920636573475,-4.522186353185946,84,89,78,77,5.78937176205357,1.067138599937687,4.504409954259332,0.40039385438365227,0.9647525328318305
2010,80,8.229584462214861,3.9744815689909165,0,39,3.8628770514554525,-0.7520581866858826,67,84,41,0,5.6777695643187815,0.32018053319450956,7.433791649756158,0.8814747766962716,0.6503233231174055
2010,29,5.7717278328755,0.3280962412860844,1,17,3.261702541282535,-2.51023100838635,61,72,47,31,5.871791281356967,5.674858777835963,5.7871801059023795,0.8831656779756176,0.055955860414626635
2010,84,9.707499576706702,9.528967959978274,12,60,5.049114512501393,-0.42235387295865845,36,71,18,81,5.199981240369218,2.1063172227430096,1.2924769398922609,0.4677478334001638,0.5701204851150566
2010,44,1.4496507237981704,7.334867464921039,50,44,8.939335106699906,3.087994445011507,68,42,66,54,9.799861072871094,6.5517214317791925,8.059529683774828,0.9990094616688678,0.059010470223000655
2010,26,6.552824096916582,5.16424388218611,41,97,7.040314525916569,4.06653296951999,63,79,53,21,3.3679261108210676,1.4049731486080164,2.460991225763159,0.9455533437674526,0.026985035868492324
2010,64,3.7193266791686486,6.274865717842793,12,59,3.7097371259216905,-3.357295505440719,10,94,33,10,9.643892566572601,4.051562070861649,4.713044017565082,0.7947293407362785,0.6650317617021314
2010,60,6.36490651049154,6.284340474189989,23,28,0.5845798723687701,-3.4858955606391495,53,90,93,5,4.285646126017921,8.56568196489899,8.052480869634383,0.9308436696831945,0.13594798137220154
2010,88,1.8969484817467719,9.064209639144368,13,24,3.027751282719672,1.2313785374782533,53,33,1,29,3.9398750771305515,6.587861176809129,6.128005721361308,0.7992900059042146,0.7172906814705706
2010,9,7.983441882243283,0.5048894441240792,26,34,6.113416562477262,-1.4322950965074877,87,82,70,73,5.626695406843086,5.558404876834986,0.060833109149592834,0.8666082289291589,0.5072728444232404
2010,2,0.42633209287032736,5.38813009039619,30,77,9.698188646337847,3.736780345607487,3,0,58,36,3.0998013643546996,1.2729253309507838,4.638343429500522,0.11468931781075864,0.7283613027367225
2010,71,5.884126333406055,0.1230970301607559,22,49,1.0540137739646227,2.032772277324516,37,12,34,46,1.673013799931501,5.385833858542034,6.3381540622994486,0.5185517560689777,0.5727552332848548
2010,56,9.562221906489484,9.28660287014883,48,63,1.857769546987078,0.3568897045602979,66,61,62,52,8.432620428217643,3.9184301293285237,1.8814692720940895,0.9006167321019494,0.2530422058198962
2010,14,4.432730874436182,2.1911747946993843,12,33,0.8540303016272166,-0.3932720834500678,2,20,52,98,7.67168140344352,8.778321678901223,5.255496701502295,0.6669848614695459,0.02859483835944232
2010,36,5.58042325148967,8.794965707281264,27,81,2.0909736458961428,-0.925921186453146,29,44,11,48,0.7466164464522407,3.5287735050433398,1.9835646824933306,0.44035920796881556,0.052243663695964004
2010,86,4.954521034609818,5.272326607539126,49,56,7.371324139566391,-2.6166278937200307,81,77,51,52,9.529103135635097,1.8372834034143737,4.955246233118446,0.16034464390516567,0.6382509853969889
2010,14,2.2470117697268,2.0886407070574,1,58,1.383715947205566,4.840894639665143,54,48,92,41,6.313774363954292,8.908267535742686,8.348619180663956,0.8619440915809912,0.07870891714256523
2010,5,1.6603431341619546,8.172523113668213,49,29,5.11093821472398,1.2850390008356785,92,76,23,15,4.1430831233417305,6.679730608221847,6.63063049129192,0.1966007968148903,0.09770410369059346
2010,69,2.2696469436536413,1.0889331398103907,22,90,3.363233942703335,-1.659544515800404,62,96,33,46,0.14202156170764701,0.09860728337139468,3.5545985188413862,0.8419584544183485,0.7739250568055486
2010,38,8.326804693470432,0.6133095564328261,16,41,7.514233175313026,-4.780181851903771,55,53,51,25,2.0676052406976164,1.3299858707463919,5.516552487904565,0.7329222596305692,0.7558733593374654
2010,58,6.8788410987991515,2.900291936489059,25,92,5.383631021010228,-3.023096968855125,78,79,98,18,7.671793284036616,8.111060402001595,8.85119320907646,0.695639258043137,0.5712133246024963
2010,11,6.149782403411324,0.45403281468692547,21,97,0.8670656759564022,-3.2918629369378927,61,58,89,36,3.1907497232072624,2.246387764291091,8.647669920921977,0.5598861561267373,0.9947470513624633
2010,75,1.9584081258691888,3.2704464415181778,4,63,2.2438297979979547,1.0053476820641478,94,26,28,50,9.689228737187426,3.027475704712325,4.605273311363762,0.4255004487469709,0.048244123136541694
2011,28,3.1316199481728235,0.5001857682111222,42,43,0.9244951703706661,-0.018107008260209057,19,37,37,36,1.2762318623775326,8.06899347919689,7.218642398950005,0.29240290072669706,0.1981087146715742
2011,3,7.985932723827513,9.115212933253165,46,81,4.579002951270715,-1.7046958622600328,78,47,40,78,7.542313233495487,2.9392272897150464,8.838922375411048,0.40227281389046166,0.04905885374626451
2011,45,7.326352347008328,6.539940923398012,14,90,7.180141781270015,4.90642737172179,73,65,97,57,3.700892800699709,1.8001804505080676,4.147643590461993,0.3258440908249277,0.7098961088712239
2011,29,2.2022530137731513,5.466852550992888,4,12,4.350145943402234,-1.346331584493472,71,46,79,44,6.231617537445798,9.424028647569902,0.24132778692553591,0.20768409539759758,0.8023605509824779
2011,91,4.011879140389826,7.217215527171793,41,86,4.690407475181539,1.2680263006484394,97,67,11,54,5.39615850601837,3.9996212458393776,7.3302421486365805,0.7370876905043523,0.7704130148967145
2011,61,4.816348465348623,7.769280103272255,2,6,6.669274474586807,-0.8201591449308641,30,55,95,66,6.041156249809495,3.357865835028362,3.5284411837350005,0.1933786098790552,0.8648038087401708
2011,82,2.3024616842786996,2.1462807325880284,47,45,9.176472779044335,-4.8002706742197185,79,80,19,34,7.779844259884543,1.312154829316865,1.3522785095516388,0.16532443398054186,0.8570971895598576
2011,98,1.2237675732517794,1.7208922929525938,23,66,1.5174291295305242,2.806820746878623,90,98,39,90,8.318241183859834,0.7912928947468367,9.944310025427633,0.3670749507450346,0.9383787370840609
2011,65,3.0206050183479505,1.451965128846603,19,58,0.43100108948324056,-4.833284494003669,13,30,77,20,7.350231981781706,1.5670929576291914,3.2005535505547824,0.4772776325332353,0.5913581423263531
2011,87,8.251306676661152,5.600916974433955,9,76,0.5739184368827355,1.2820659709304394,9,11,47,67,4.251893835736583,6.113173870530813,7.6857517240939845,0.029799763729583262,0.7852420216863583
2011,80,9.677558771033889,0.2950405514520593,43,87,3.9447939083885752,-0.5939688594082524,30,54,91,75,4.715401265881653,2.5391292467002815,6.157763146976523,0.7646625552292448,0.10852779055788842
2011,55,0.4459490837296154,3.1654966526786996,22,12,3.4302671259002437,-3.050572310298402,9,64,84,13,7.120293570544513,1.9618060693797867,4.4958659911177845,0.1944663446576944,0.6132732693265346
2011,15,6.466059134228601,1.009411999775215,25,19,3.7736317679665077,3.8659544150239835,36,85,47,97,2.284089615674386,2.8467439194681763,9.643377682110057,0.2258243877640338,0.9340598200844861
2011,29,7.937438503805163,0.0608874823983907,35,35,0.8744650179988545,0.954148016201084,69,53,51,56,5.608123417775172,2.0125036455116962,1.8526802215258753,0.9084635142603937,0.4470615555408236
2011,74,1.6885420667768614,2.291719512141621,13,78,8.634315777893844,0.6495260765247322,69,0,79,84,3.4353161149829416,2.999739081545325,9.573168512905522,0.2834677219110062,0.45094432217622715
2011,55,0.8703896258765864,7.2314948646462955,25,77,6.912466637859893,1.3730215653802391,5,80,24,10,8.842073518293187,9.685135568831981,5.100193797280317,0.8458669062048351,0.05534199855045285
2011,51,6.426746576724236,7.428249749063163,46,22,2.382896705530916,3.898363940883108,16,22,52,28,7.9406062588275494,5.313917931384378,2.4080351215461904,0.42533459594045275,0.7606825135390387
2011,46,0.9403610443426635,6.172490208487257,48,25,4.841730321634074,-2.9065160061590123,59,45,80,95,2.1546943274921126,2.5689780604456325,5.997041365107446,0.09988631799760672,0.4401304182738006
2011,61,1.608481739577462,2.9524180248964216,38,42,9.846544775908395,-0.11049073561547917,32,43,82,36,7.216485442517358,0.14868974345519703,8.869870695233198,0.12805513849688044,0.6974728319758002
2011,77,6.696026161339619,7.150387188506838,33,4,6.83870124909032,4.167560031187467,76,82,14,30,0.11028448499136201,3.9940165874113354,8.348026679544999,0.30385358086822245,0.6868775596501845
2011,8,6.084864126597913,3.8512011990250006,17,7,2.2697853947152105,1.7341972891143262,3,32,48,70,0.6950877144858625,3.4364730844539846,9.597749817663185,0.15367430621362066,0.3770354967931787
2011,15,6.852980161158734,1.438143503148137,36,26,1.3128797200482423,4.461868939912613,80,67,0,40,1.1805450726005196,4.226869355081603,0.4359492179259439,0.9317829932762532,0.5185314333167084
2011,2,3.403800926666749,7.205655486444061,9,92,9.764565294354101,-4.589176350444447,95,12,13,64,7.50092412853639,9.22681434006612,8.41538467691337,0.632932178543989,0.7598069071003198
2011,10,5.86479092188707,5.066726489827458,0,21,6.971662542903504,-1.6252295428702812,84,22,28,11,7.554311006220276,9.483093804303666,8.93029958085968,0.30929306372303,0.026847934415666352
2011,16,1.063437262557746,7.129600078588058,7,0,1.2564349241231398,0.5168796780646172,57,88,23,60,3.6243141118777067,3.7884961192218904,7.930720333234574,0.13636565385124133,0.4460373276675289
2011,53,6.3318962601346405,7.101354317980658,30,36,8.475476330547364,-4.27101548128345,22,66,72,66,8.322379415612284,0.8961372399532264,8.04022789519131,0.8962270573081084,0.9424291093454871
2011,60,6.140813111847361,9.490711963148438,44,50,5.193126926423032,4.361630415509964,65,89,61,11,7.09905045779608,9.972272046291318,1.1095626103433676,0.6668666361205591,0.8140548723120092
2011,79,7.380691233385171,5.902326591508928,42,18,9.533071675823725,-4.675134033098351,56,37,82,49,7.917161675842714,8.310363132726856,3.6013168777387436,0.533741980777665,0.36293877922533824
2011,50,2.1175535066547835,5.706496238809349,24,58,0.6844070924262613,-4.277868146648121,24,58,89,91,0.6164188343682353,2.531521254896174,6.212001446041821,0.4032305279474877,0.19873666387015676
2011,1,3.8646084115914716,7.390265577879587,15,64,5.7356328002670995,0.4201529847972605,74,94,56,7,0.25420685179524893,8.81712671465297,9.48935875001504,0.4682175960879691,0.9301405533875955
2011,61,0.17687809613257222,4.355076254721907,34,45,7.312505893473751,1.659471660804642,69,87,27,27,5.454566953924919,0.6212577072009573,8.796807046497939,0.7054088739734838,0.6469283410982468
2011,1,4.790700631033512,3.4889007504182357,39,38,4.463263599865613,1.225753978327817,97,82,95,53,4.354655250719785,5.178453121869052,5.493645514442687,0.9898413819555688,0.2115009605797873
2011,71,8.893909161288443,6.365386467533543,45,51,9.205358851025547,-3.931790070360094,18,23,35,7,1.534175794108874,6.778686160577454,7.398657995429174,0.9068963916338277,0.971824424679406
2011,52,7.767236304716927,2.1980534882319,12,26,9.772838231769294,1.4515008330090335,60,79,64,73,5.838898233720484,5.094827378439145,9.65140700737686,0.2991302956312444,0.4043300593475422
2011,83,9.88065566652774,3.3360678902904315,14,27,4.447127768583358,-0.6392951978068737,23,100,44,22,6.771012763573646,0.029627205603968143,9.158906347367031,0.9014645761447072,0.7809959810281724
