name;income_group;pop_n;pop_u;wat_bas_n;wat_lim_n;wat_unimp_n;wat_sur_n;wat_bas_r;wat_lim_r;wat_unimp_r;wat_sur_r;wat_bas_u;wat_lim_u;wat_unimp_u;wat_sur_u
Greenland,High income,56.77199936,87.28200531,100.0000017,0,0,0,100,0,0,0,100,0,0,0
Northern Mariana Islands,High income,57.55699921,91.79799652,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Marshall Islands,Upper middle income;59.19400024,77.79399109,88.57204698,11.387979,0.03997402585,0,94.42972,5.39028,0.18,0,86.9,13.1,0,0
Bermuda,High income,62.27299881,100,99.90314002,0,0.09685998294,0,NAN,NAN,NAN,NAN,99.90314002,0,0.09685998294,0
Andorra,High income,77.26499939,87.91600037,100.0000037,0,0,0,100,0,0,0,100,0,0,0
Isle of Man,High income,85.03199768,52.89800262,99.075,0,0.925,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
United States Virgin Islands,High income,104.4229965,95.93900299,98.71826738,0,1.281732624,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Tonga,Upper middle income,105.6969986,23.09899902,98.73108083,0.8814972962,0.3874218777,0,98.46807854,1.103159706,0.4287617551;0,99.60665819,0.143540536,0.2498012758,0
Kiribati,Lower middle income,119.4459991,55.59399796,77.97092085,4.076899625,17.95217953,0,60.99418489,2.096609799,36.90920532,0,91.53117485,5.658666461,2.810158691,0
Guam,High income,168.7830048,94.93800354,99.6952,0,0.3048,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Saint Lucia,Upper middle income,183.6289978,18.8409996,96.88784457,1.815652166,1.296503269,0,96.81402383,1.734152255,1.451823918,0,97.20582219,2.166718886,0.6274589237,0
Samoa,Lower middle income,198.4100037,17.88899994,91.83772455,6.520899952,1.418623428,0.2227520679,91.78032287,6.220703339,1.72769216,0.2712816327,92.10119,7.89881,0,0
Sao Tome and Principe,Lower middle income,219.1609955,74.35400391,78.22645516,20.23798298,0.4435199284,1.09204193,74.30061449,19.71184258,1.729405704,4.258137228,79.5805429,20.4194571,0,0
Mayotte,NAN,272.8129883,45.75099945,96.37117971,0,3.628820295,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
French Polynesia,High income,280.9039917,61.97500229,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
New Caledonia,High income,285.4909973,71.51799774,99.30532057,0,0.6946794278,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Barbados,High income,287.3710022,31.19099998,98.51445042,0.2676005761,1.217949005,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
French Guiana,NAN,298.6820068,85.81999969,93.78221635,0,6.217783652,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Vanuatu,Lower middle income,307.1499939,25.52500153,91.23119075,1.06238505,0,7.706424202,88.39720123,1.255132675,0,10.3476661,99.5,0.5,0,0
Iceland,High income,341.25,93.897995,99.99999721,0,0.000002794650015,0,100,0,0,0,100,0,0,0
Martinique,NAN,375.2650146,89.13999939,99.84197078,0,0.1580292158,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Belize,Upper middle income,397.6210022,46.02500153,98.40195463,1.249110629,0.3489347411,0,97.99520758,1.358317682,0.6464747393,0,98.87896,1.12104,0,0
Guadeloupe,NAN,400.1270142,98.49899292,99.80312604,0,0.1968739613,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Brunei Darussalam,High income,437.4830017,78.25000763,99.9000368,0,0.09996320036,0,NAN,NAN,NAN,NAN,99.65,0,0.35,0
Malta,High income,441.5390015,94.7440033,100.0000004,0,0,0,100,0,0,0,100,0,0,0
Maldives,Upper middle income,540.5419922,40.66899872,99.5444386,0.0480506913,0.407510705,0,99.9190125,0.0809875,0,0,98.99798893,0,1.002011069,0
Cabo Verde,Lower middle income,555.9879761,66.65200043;88.76960642,7.904150846,3.209147716,0.1170950144,80.11452544,9.911127022,9.623217003,0.3511305397,93.1,6.9,0,0
Suriname,Upper middle income,586.6339722,66.14900208,97.98963167,1.067246941,0.3793365073,0.563784884,96.57441263,1.60029586,0.1598017947,1.66548972,98.71385387,0.7944652371,0.4916808925,0
Luxembourg,High income,625.9760132,91.4529953,99.87993254,0,0.1200674649,0,98.5952381,0,1.404761905,0,100,0,0,0
Montenegro,Upper middle income,628.0620117,67.48800659,98.85691652,0.5454788204,0.592312011,0.005292650894,98.16188754,0,1.821833386,0.01627906977,99.19173959,0.8082604128,0,0
"China, Macao SAR",High income,649.34198,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0
Solomon Islands,Lower middle income,686.8779907,24.67000008,67.30102554,5.79547831,21.26784313,5.635653025,59.40526749,6.528523649,26.955911,7.110297857,91.41077689,3.557120425,3.899286137,1.132816553
Bhutan,Lower middle income,771.6119995,42.31599808,97.31322263,2.460712607,0.1764242183,0.04964054142,96.73119365,3.268806351,0,0,98.10662849,1.3591415,0.4169208475,0.1173091586
Guyana,Upper middle income,786.559021,26.7859993,95.55480685,1.205244408,1.143069849,2.096878897,93.9284905,1.646193862,1.561274833,2.864040809,100,0,0,0
Réunion,NAN,895.3079834,99.65900421,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Fiji,Upper middle income,896.4439697,57.24700546,94.30106524,0,3.318602766,2.380331999,89.08802405,0,5.759897938,5.152078012,98.19424406,0,1.495409344,0.3103465922
Djibouti,Lower middle income,988.0020142,78.06199646,76.04992021,14.7574817,7.015876051,2.176722038,47.28073293,12.06161014,30.73550468,9.922152249,84.13501493,15.51511107,0.3498740029,0
Eswatini,Lower middle income,1160.16394,24.17100143,70.75307095,9.507067163,9.835567931,9.904293959,62.46644874,12.29969513,12.45046093,12.78339519,96.74976305,0.7460644731,1.632164244,0.8720082294
Cyprus,High income,1207.360962,66.82099915,99.76517318,0,0.2348268167,0,99.84576172,0,0.1542382836,0,99.72515812,0,0.2748418825,0
Mauritius,Upper middle income,1271.766968,40.75999832,99.8662547,0,0.1337453014,0,99.82768234,0,0.1723176618,0,99.92231522,0,0.07768478119,0
Timor-Leste,Lower middle income,1318.442017,31.31999969,85.4956012,1.88586597,8.360029397,4.258503433,80.48779562,2.049364675,11.26233968,6.200500018,96.47695792,1.527338152,1.995703929,0
Estonia,High income,1326.53894,69.22900391,99.59078178,0,0.4092182232,0,NAN,NAN,NAN,NAN,99.98545421,0,0.01454579307,0
Trinidad and Tobago,High income,1399.490967,53.2140007,98.87517077,1.124829231,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Bahrain,High income,1701.583008,89.50600433,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Latvia,High income,1886.202026,68.31500244,98.78260115,0.6823007424,0.5350981037,0,98.57922314,0,1.42077686,0,98.87692469,0.9987568151,0.1243184908,0
Guinea-Bissau,Low income,1967.998047,44.19599915,59.01691221,14.03457137,26.6263769,0.3221395192,49.8319053,9.285773026,40.31645129,0.5658703845,70.61434791,20.03063358,9.340625284,0.01439322693
Slovenia,High income,2078.931885,55.11800385,99.5,0,0.5,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
North Macedonia,Upper middle income,2083.379883,58.48199844,97.74281579,1.63499414,0.5742284762,0.04796159706,97.46871457,1.505202232,0.9105631982,0.11552,97.93740299,1.727136954,0.3354600563,0
Lesotho,Lower middle income,2142.251953,29.02799988,72.17603927,10.40592597,12.21725464,5.200780116,63.65035482,13.55843013,15.73132479,7.059890254,93.02090855,2.698211997,3.625530038,0.65534942
Gabon,Upper middle income,2225.728027,90.09200287,85.3419306,7.735263103,6.922808357,NAN,44.74588901,10.51114859,44.7429624,NAN,89.80653917,7.42998076,2.763480072,NAN
Botswana,Upper middle income,2351.625,70.8769989,92.21356307,4.72303897,1.732526476,1.330871481,79.04372386,15.15494718,1.596119156,4.20520981,97.62498058,0.4366200322,1.788579159,0.1498202281
Gambia,Low income,2416.664063,62.58199692,80.94040714,8.597391391,10.35285207,0.1093493927,69.18852321,16.49783239,14.24376547,0.0698789368,87.96690427,3.873689522,8.026457278,0.1329489253
Namibia,Upper middle income,2540.916016,52.03300095,84.27003628,7.08762751,3.740143722,4.902192485,71.25616743,11.97218925,7.081803759,9.689839563,96.26696535,2.584758965,0.6596102638,0.4886654211
Lithuania,High income,2722.291016,68.04599762,98.01334724,0,1.98665276,0,93.78278023,0,6.217219771,0,100,0,0,0
Puerto Rico,High income,2860.840088,93.58100128,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Albania,Upper middle income,2877.800049,62.11199951,95.06803883,1.884656092,3.047305081,0,94.09135806,2.305264955,3.603376986,0,95.66380912,1.62808683,2.708104054,0
Qatar,High income,2881.060059,99.23500061,99.56810194,0,0.4318980637,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Jamaica,Upper middle income,2961.160889,56.31100082,91.0299445,5.367570914,1.864010203,1.738474379,85.39991216,8.490737371,2.568971895,3.540378574,95.39801591,2.944456223,1.317064322,0.34046355
Armenia,Upper middle income,2963.233887,63.31299973,99.97118069,0,0.02881930801,0,100,0,0,0,99.95448122,0,0.04551878364,0
Mongolia,Lower middle income,3278.291992,68.65699768,85.49562527,2.14642893,6.633366714,5.724579081,61.07075114,3.084170572,17.58078116,18.26429713,96.64596558,1.718335079,1.635699341,0
Bosnia and Herzegovina,Upper middle income,3280.814941,49.02000046,96.11389762,3.823663938,0.06243843752,0,97.33333333,2.666666667,0,0,94.8457044,5.026922206,0.1273733928,0
Uruguay,High income,3473.727051,95.51499939,99.49575756,0.5042424412,0,0,95.30083,4.69917,0,0,99.69273444,0.3072655617,0,0
Georgia,Upper middle income,3989.175049,59.4529953,97.3481397,0,2.632761379,0.01909892327,94.2718842,0,5.703923618,0.02419218345,99.44615394,0,0.538220742,0.01562531586
Republic of Moldova,Upper middle income,4033.962891,42.84900284,90.56996224,1.519776762,7.910260997,0,85.48103812,1.52256302,12.99639886,0,97.35744448,1.516060408,1.126495111,0
Croatia,High income,4105.268066,57.55299759,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,100,0,0,0
Kuwait,High income,4270.562988,100,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Panama,High income,4314.768066,68.41400146,94.37254436,1.873480592,2.262304247,1.491670799,86.32308326,1.791982583,7.162364342,4.722569811,98.08889267,1.911107333,0,0
Mauritania,Lower middle income,4649.660156,55.32699585,71.68104923,13.47689193,14.82032681,0.02173203433,49.9113389,18.49039689,31.5496173,0.04864690722,89.25869465,9.428808083,1.31249727,0
New Zealand,High income,4822.23291,86.6989975,100.0000013,0,0,0,100,0,0,0,100,0,0,0
Central African Republic,Low income,4829.76416,42.19799805,37.20240205,25.68237348,33.53911377,3.576110708,28.10659415,19.4058899,46.37307301,6.114442944,49.66166495,34.27978009,15.95940214,0.09915281712
Ireland,High income,4937.795898,63.65299988,97.39970651,0,2.600293485,0,98.13492075,0,1.865079247,0,96.97988603,0,3.020113966,0
Liberia,Low income,5057.676758,52.08899689,75.26179159,8.700657475,3.488080869,12.54947006,64.10021689,6.537775797,3.383709875,25.97829744,85.52810963,10.69005698,3.58408039,0.1977530006
Costa Rica,Upper middle income,5094.11377,80.77099609,99.81053693,0.1894594746,0.000003594451897,0,99.64625,0.35375,0,0,99.84965286,0.1503471429,0,0
West Bank and Gaza Strip,Lower middle income,5101.416016,76.71899414,97.88039722,1.029979486,1.089623295,NAN,98.71555642,0.3174006273,0.9670429576,NAN,97.62696443,1.246217358,1.126818208,NAN
Oman,High income,5106.62207,86.27599335,92.16802469,7.541419893,0.2604052036,0.03015021745,76.25077991,21.63212113,1.897409218,0.2196897375,94.7,5.3,0,0
Norway,High income,5421.242188,82.97399139,99.9999955,0,0.000004503407453,0,100,0,0,0,100,0,0,0
Slovakia,High income,5459.643066,53.75999832,99.78769858,0.2123014241,0,0,100,0,0,0,99.60509406,0.3949059374,0,0
Congo,Lower middle income,5518.091797,67.82900238,73.78451158,10.46117203,9.559180722,6.195135664,45.72441318,10.6323901,24.40516973,19.23802699,87.09329616,10.37996439,2.517789997,0.008949452055
Finland,High income,5540.717773,85.51700592,100.0000033,0,0,0,100,0,0,0,100,0,0,0
Denmark,High income,5792.203125,88.11600494,100.0000011,0,0,0,100,0,0,0,100,0,0,0
Singapore,High income,5850.342773,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0
Turkmenistan,Upper middle income,6031.187012,52.51600266,100,0,0,0,100,0,0,0,100,0,0,0
El Salvador,Lower middle income,6486.201172,73.44400024,97.94657541,0.2072632319,0.3151739969,1.530987366,93.45439508,0.7804762049,0,5.765128712,99.57087001,0,0.4291299944,0
Kyrgyzstan,NAN,6524.190918,36.85599899,91.69930522,1.900734111,1.8656487,4.534311965,87.258429,2.606070485,2.954593684,7.180906832,99.30769231,0.6923076923,0,0
Nicaragua,Lower middle income,6624.554199,59.01200104,81.7087538,1.506645682,13.53053114,3.254069378,59.10744663,3.520974285,29.78017368,7.5914054,97.40695661,0.1075523143,2.244007656,0.2414834229
Lebanon,Lower middle income,6825.441895,88.92499542,92.6,7.4,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Libya,Upper middle income,6871.287109,80.69100189,99.8915238,0,0.1084762012,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Bulgaria,Upper middle income,6948.444824,75.68599701,99.01141694,0,0.9885830607,0,97.40128797,0,2.598712031,0,99.5286704,0,0.4713296007,0
Paraguay,Upper middle income,7132.529785,62.18299484,99.59346633,0.4065302439,0.0000034229177,0,99.11122753,0.8887724684,0,0,99.88674854,0.1132514643,0,0
Lao People's Democratic Republic,Lower middle income,7275.556152,36.29000092,85.21974318,3.566857739,10.62886799,0.5845310938,78.47295942,5.598583786,15.0109696,0.9174871957,97.06426222,0,2.935737778,0
"China, Hong Kong SAR",High income,7496.987793,100,100,0,0,0,NAN,NAN,NAN,NAN,100,0,0,0
Sierra Leone,Low income,7976.984863,42.92300034,63.76628562,9.023316357,15.5639457;11.64645233,52.75270267,5.221136889,23.14294909,18.88321135,78.41163766,14.07927743,5.485735437,2.023349475
Togo,Low income,8278.737305,42.79999924,68.58372009,6.065434765,14.16432245,11.18652269,52.11755275,8.187542019,20.7910842,18.90382103,90.58991001,3.229348056,5.307990528,0.8727514049
Switzerland,High income,8654.618164,73.91500092,100.0000028,0,0,0,100,0,0,0,100,0,0,0
Israel,High income,8655.541016,92.58699799,100,0,0,0,100,0,0,0,100,0,0,0
Serbia,Upper middle income,8737.370117,56.44599915,95.29552932,4.244199279,0.4437204778,0.01655092647,95.84497475,3.545864028,0.5711602866,0.03800093141,94.87156989,4.783037865,0.3453922445,0
Papua New Guinea,Lower middle income,8947.027344,13.34500027,45.34401752,2.128564452,22.15762495,30.36979308,39.07134367,2.429850293,24.43180086,34.06700517,86.07527164,0.1721822608,7.390385564,6.362160532
Austria,High income,9006.400391,58.7480011,100,0,0,0,100,0,0,0,100,0,0,0
Belarus,Upper middle income,9449.321289,79.48300171,96.53472608,3.37211955,0.09315436837,0,98.56412231,0.9955971951,0.4402804931,0,96.01087362,3.985572644,0.003553731977,0
Tajikistan,Lower middle income,9537.641602,27.50599861,81.85241502,2.568363935,3.421857005,12.15736404,76.6435992,3.207143928,4.140706948,16.00854992,95.58062386,0.8848144763,1.527268323,2.007293339
Hungary,High income,9660.349609,71.94200134,99.99999747,0,0.000002527244192,0,100,0,0,0,100,0,0,0
United Arab Emirates,High income,9890.400391,87.04799652,99.965596,0,0.034404,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Honduras,Lower middle income,9904.608398,58.35899734,95.68922113,0.4256206085,3.885158264,0,89.87579955,0.8067095079,9.317490946,0,99.83728281,0.1537015262,0.009015663296,0
Sweden,High income,10099.26953,87.97699738,99.82686763,0,0.1731323735,0,99.71937474,0,0.2806252626,0,99.84155768,0,0.1584423157,0
Azerbaijan,Upper middle income,10139.1748,56.39700317,96.04337613,1.04278118,2.913842688,0,90.92579795,2.391535671,6.682666377,0,100,0,0,0
Portugal,High income,10196.70703,66.30999756,99.91199367,0,0.08800633369,0,99.73877609,0,0.2612239122,0,100,0,0,0
Jordan,Upper middle income,10203.13965,91.41799927,98.94030296,0.1462147369,0.8536474704,0.05983483179,97.31147869,0.6239465945,2.024714716,0.03986,99.09321259,0.1013669408,0.7437104707,0.06171
Greece,High income,10423.05566,79.71500397,100.0000023,0,0,0,100,0,0,0,100,0,0,0
Czech Republic,High income,10708.98242,74.06100464,99.88059167,0,0.1194083325,0,99.8175993,0,0.1824006965,0,99.90265093,0,0.0973490679,0
Dominican Republic,Upper middle income,10847.9043,82.54000092,96.68681192,0.4670386504,1.269428783,1.576720644,90.30446437,1.385315508,1.115118127,7.195101991,98.03689158,0.2727920359,1.302073396,0.3882429922
South Sudan,Low income,11193.72852,20.1989994,40.95092717,37.42696287,13.53755519,8.084554762,33.59362881,42.16438068,14.11109616,10.13089435,70.01770445,18.71066092,11.27163464,0
Cuba,Upper middle income,11326.61621,77.19400024,97.00269616,1.471384542,1.252811506,0.2731077963,94.38665114,2.591752445,1.905972935,1.115623477,97.77557664,1.1403859,1.059840374,0.02419708411
Haiti,Lower middle income,11402.5332,57.08799744,66.6953084,9.814543652,23.49014795,0,42.8457001,13.25598695,43.89831295,0,84.62262129,7.227673879,8.149704835,0
Belgium,High income,11589.61621,98.07899475,99.99999645,0,0.000003554796791,0,100,0,0,0,100,0,0,0
Bolivia (Plurinational State of),Lower middle income,11673.0293,70.1230011,93.39007163,0.1365905296,1.575010843,4.898326997,79.93664283,0.2447364082,3.954133693,15.86448707,99.12211832,0.09051328947,0.5613453808,0.2260230112
Tunisia,Lower middle income,11818.61816,69.56800079,97.54330899,1.63135067,0.8253403378,0,93.93623193,3.351687357,2.71208071,0,99.12119763,0.8788023684,0,0
Burundi,Low income,11890.78125,13.70800018,62.20712225,19.43969314,14.75825969,3.594924913,57.68576527,21.25148213,16.89675238,4.166000219,90.66911086,8.034462869,1.296426269,0
Benin,Lower middle income,12123.19824,48.4149971,65.41412299,9.317535586,21.97254088,3.295800547,58.05226799,12.70520504,23.97796833,5.264558634;73.25800004,5.708056353,19.83580681,1.198136794
Rwanda,Low income,12952.20898,17.43200111,60.41450115,22.3207193,13.15480415,4.109975401,55.64246823,25.08014133,14.77886772,4.498522714,83.0175993,9.250506251,5.462303057,2.269591394
Guinea,Low income,13132.79199,36.875,63.96178874,21.2815915,6.296119406,8.460500354,50.74817899,26.14432944,9.704719143,13.40277243,86.58169007,12.95724153,0.461068398,0
Zimbabwe,Lower middle income,14862.92676,32.24200058,62.66645761,14.1975397,16.27785545,6.858147242,48.28242885,18.59098467,23.01364655,10.11293992,92.89512895,4.964517757,2.122298674,0.01805461538
Somalia,Low income,15893.21875,46.14099884,56.47697339,27.70419956,13.41704303,2.401784021,37.07586282,36.64324958,21.82149546,4.459392143,79.12330574,17.26991556,3.606778703,0
Chad,Low income,16425.85938,23.52000046,46.18753479,14.74028929,31.56245714,7.509718784,37.57521525,14.35396111,38.52496761,9.545856027,74.19222309,15.99651381,8.922452721,0.8888103843
Cambodia,Lower middle income,16718.9707,24.23200035,71.21988497,13.90222204,5.677218558,9.200674434,65.06715583,15.51772278,7.492899307,11.92222209,90.45807717,8.85091472,0,0.6910081144
Senegal,Lower middle income,16743.92969,48.12200165,84.90523779,2.387217509,12.60781566,0.09972904042,75.2429282,4.052382433,20.51245174,0.1922376314,95.32170094,0.5920836567,4.086215402,0
Netherlands,High income,17134.87305,92.23600006,99.99999929,0,0.000000712408621,0,100,0,0,0,100,0,0,0
Syrian Arab Republic,Low income,17500.65625,55.47500229,93.92585718,5.873730768,0.2004120542,0,92.082745,7.917255,0,0,95.40516436,4.233570117,0.361265525,0
Ecuador,Upper middle income,17643.06055,64.16600037,95.35976356,0.003451463449,2.604485389,2.032299589,87.05074495,0.009631811022,7.26819549,5.671427747,100,0,0,0
Guatemala,Upper middle income,17915.56641,51.83599854,94.00642827,1.034150511,3.215911815,1.743509404,90.1193298,1.849169999,4.583438691,3.448061508,97.61816944,0.2768660057,1.94525887,0.1597056849
Zambia,Low income,18383.95508,44.6289978,65.41238357,6.15393902,21.57684071,6.856836706,48.22728833,8.331703613,31.60865444,11.83235362,86.73385466,3.451996194,9.130414105,0.6837350463
Kazakhstan,Upper middle income,18776.70703,57.67100143,95.43497032,1.941425039,2.545956934,0.07764770471,91.93925234,1.862616064,6.014693049,0.1834385438,98.00073133,1.999268673,0,0
Chile,High income,19116.20898,87.72699738,99.99999872,0,0.000001277139333,0,100,0,0,0,100,0,0,0
Malawi,Low income,19129.95508,17.42700005,70.04772851,21.95081497,5.776304407,2.22515211,66.58504376,24.41415803,6.383874146,2.616924066,86.45469821,10.27894825,2.897503996,0.3688495446
Romania,High income,19237.68164,54.19400024,100,0,0,0,100,0,0,0,100,0,0,0
Mali,Low income,20250.83398,43.90900421,82.54729103,3.854734527,12.24697135,1.35100309,72.08089521,3.78241223,21.72810084,2.408591717,95.91745475,3.947121723,0.1354235314,0
Burkina Faso,Low income,20903.27734,30.60700035,47.21485446,31.2730034,21.15863263,0.3535095024,32.7182589,38.62690254,28.3404457,0.3143928626,80.08191854,14.60004919,4.875836487,0.4421957805
Sri Lanka,Lower middle income,21413.25,18.71299934,92.22757937,0.5954581495,5.348927064,1.82803542,90.5374357,0.7032099038,6.510488612,2.248865782,99.56938019,0.1273977901,0.3032220202,0
Niger,Low income,24206.63672,16.62599945,46.91179747,21.6538987,27.02751244,4.406791392,39.15415932,23.98774039,31.99150648,4.866593813,85.81383976,9.950440829,2.13468778,2.101031634
Australia,High income,25499.88086,86.24099731,99.96981182,0,0.03018817873,0,100,0,0,0,99.965,0,0.035,0
Democratic People's Republic of Korea,Low income,25778.81445,62.38100052,93.84384303,0.6831311872,5.20969278,0.2633330058,88.75362488,0.3564402606,10.18993486,0.7,96.91351044,0.8801428799,2.206346677,0
Côte d'Ivoire,Lower middle income,26378.27539,51.70599747,70.90907039,8.935421702,14.19244161,5.963066293,55.72244686,13.34316829,23.17527956,7.759105289,85.09355329,4.818535156,5.80236656,4.285544994
Cameroon,Lower middle income,26545.86328,57.56000519,65.72041818,12.87474863,15.00100626,6.403826927,43.52758112,12.67259943,30.12380645,13.676013,82.08358486,13.02379677,3.850701351,1.041917019
Madagascar,Low income,27691.01953,38.5340004,53.38588491,2.71797298,32.31145967,11.58468244,36.40642028,1.601776163,43.95389345,18.03791011,80.47000694,4.498430298,13.74049434,1.291068417
Venezuela (Bolivarian Republic of),NAN,28435.94336,88.27899933,93.68580071,0.4707829181,5.843416373,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Nepal,Lower middle income,29136.80859,20.57600021,90.07454179,3.979825725,4.699081176,1.246551314,90.20327165,4.207348246,4.269023951,1.320356149,89.57763316,3.101581411,6.359123168,0.9616622585
Yemen,Low income,29825.96875,37.90799713,60.66356984,28.9627418,7.77785276,2.595835594,50.68133437,33.53021373,11.60782393,4.180627978,77.01412934,21.48137937,1.504491286,0
Ghana,Lower middle income,31072.94531,57.34899902,85.79099665,6.586062113,2.812216176,4.810725058,71.89275005,11.93454827,4.999356483,11.17334519,96.12725952,2.608342455,1.185613803,0.07878421819
Mozambique,Low income,31255.43555,37.0739975,63.36942563,9.975784507,16.72614511,9.928644759,48.8666865,12.64088359,23.6862564,14.80617352,87.98504792,5.452291027,4.912684644,1.649976404
Malaysia,Upper middle income,32365.99805,77.15999603,97.09990707,0.3545396865,2.545553241,NAN,90.19744812,0.5444513971,9.258100478,NAN,99.14309591,0.2983242605,0.4685798319,0.09
Angola,Lower middle income,32866.26953,66.82499695,57.16773762,9.287349919,19.45082534,14.09408712,27.80822661,8.740488389,22.93315258,40.51813242,71.74314862,9.558837489,17.72203473,0.9759791629
Peru,Upper middle income,32971.84766,78.2970047,93.13936621,0.8495593511,4.150468349,1.860606087,80.79943849,1.596943771,9.612691163,7.990926578,96.55984408,0.6423932356,2.636408693,0.1613539953
Uzbekistan,Lower middle income,33469.19922,50.41599655,97.82878485,0,0.22384422,1.947370925,96.07258236,0,0,3.927417637,99.55600556,0,0.4439944434,0
Saudi Arabia,High income,34813.86719,84.28700256,100,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
Morocco,Lower middle income,36910.55859,63.53199768,90.40234468,5.263549601,2.8776725,1.456433219,77.34612896,12.03707816,6.623063373,3.993729502,97.89674601,1.375477117,0.7277768759,0
Canada,High income,37742.15625,81.56200409,99.22181066,0,0.7781893369,0,99.0604959,0,0.9395041006,0,99.25827766,0,0.7417223371,0
Poland,High income,37846.60547,60.04300308,99.96659155,0,0.03340844529,0,100,0,0,0,99.94435484,0,0.05564516129,0
