user_id,book_id,title,rating
10944,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
11285,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
11408,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
11691,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
11692,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
11868,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
11927,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
11945,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
12874,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
12946,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
13282,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
13794,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",1
14372,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
14546,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
14603,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
15604,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
16913,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",2
17434,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
17566,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
17643,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",1
17663,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
17984,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
18313,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
18361,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
19526,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
19724,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
19729,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
19942,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
21217,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
21228,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
21487,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
21676,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
21733,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
22602,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
23576,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
23612,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
24499,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
24834,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
25164,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
25182,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
26145,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
26629,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
27499,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
28767,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
30313,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
30681,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
30944,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
32055,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
32305,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
32592,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
32635,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
32748,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
32918,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
33065,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
33697,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
33716,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
33872,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
36099,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
37834,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
38082,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
42404,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
42508,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
42810,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
45269,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
45493,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
46421,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
46977,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
47476,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
47478,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",2
47800,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
48482,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
48559,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
48687,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",1
49298,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
50096,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
50104,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
50133,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
51166,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
51460,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
51838,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4
52036,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3
53292,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5
314,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
588,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
2077,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
2487,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
2900,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
3662,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
4536,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
5115,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
5272,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
5461,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
5885,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
6063,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
6630,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
6634,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
7001,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
9246,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
9731,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
9771,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
10140,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
10246,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
10249,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
10509,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
10610,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
10751,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
10944,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
11285,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
11408,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
11599,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
11854,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
11927,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
12471,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
12946,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
13274,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
13282,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
13794,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
14546,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
15604,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
16377,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
16569,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
16913,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
17434,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
17663,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
18031,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
18313,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
19724,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
19942,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
19984,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
20076,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
20782,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
20848,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
21228,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
21487,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
21733,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
22602,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
23576,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
23612,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
24326,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
24389,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
25182,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
25214,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
26398,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
26629,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
28767,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
29703,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
30681,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
32305,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
32592,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
32635,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
32918,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
33065,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
33716,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
36099,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
36240,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
37284,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
37834,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
37855,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
38080,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
38082,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
38475,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
42404,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
43602,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4
43985,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
46977,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
47746,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
48482,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
48687,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
49288,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
49289,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
49295,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
49297,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
49298,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
50096,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
50101,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
50102,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
50104,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
50133,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
51166,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3
51460,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2
52036,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1
53292,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
314,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
1169,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
1952,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
2324,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
2487,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
2900,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
3022,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",1
3662,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
3739,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
3922,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
5115,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
5461,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
6342,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
6630,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
7001,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
8167,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
8370,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
9246,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
10111,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
10246,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
10402,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
10944,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
11691,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
11692,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
11868,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
11927,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
11945,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
12381,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
12476,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
12874,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
12946,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
13034,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
13776,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
13794,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
14546,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
14603,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
15547,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
17228,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
17643,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
17663,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
18031,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
18313,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
19526,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
19724,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
19729,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
20406,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
20467,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
21217,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
21228,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
21487,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
21676,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
21733,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
22602,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
23576,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
24499,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
25164,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
25182,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
25840,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
26629,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
26661,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
27499,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
27834,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
28158,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
28767,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
29703,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5
29819,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2
30681,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
30944,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
32338,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
32635,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3
32748,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4
